,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,keras
78,108718.0,287602.0,24718.43171,0.698695,6,2.086216368,758.0458131,2235,128.6809843,4.755,32.7,14.22154006,1.805938213,44.22559193,72.082,0.146,0,0,1e-05,1.08718,0,0,29,0.617021277,1,0.021276596,0.043998065,0.0453311800957
79,53833.0,174469.0,11145.0093,0.478265,6,3.439006356,3098.475951,4033,43.2603521,2.759,56.1,22.56224803,2.728647105,126.4083574,41.471,0.233,0,0,1e-05,0.53833,0,0,14,0.29787234,1,0.021276596,0.072135971,0.0592760145664
80,95495.77706,303708.0,18792.2862,1.228254,6,1.975581809,6345.141078,2040,148.8764706,1.88,92.0,0.03622026,1.607766247,229.7892904,58.379,1.057,0,0,1e-05,0.954957771,0,0,28,0.595744681,2,0.042553191,0.076142615,0.106595873833
81,231388.0,618037.0,50426.47481,1.650351,6,0.970815663,9399.448977,267667,2.308977199,3.963,41.6,0.26935185,15.66301318,380.2587331,13.342,0.292,0,0,1e-05,2.31388,0,0,27,0.574468085,1,0.021276596,0.095424967,0.0908643901348
82,99739.0,287123.0,22166.29654,0.809639,6,2.08969675,1213.74007,23200,12.37599138,3.653,50.6,26.74995286,12.06796911,97.6853806,23.101,0.229,0,0,1e-05,0.99739,0,0,4,0.173913043,2,0.086956522,0.145103858,0.141686290503
83,99949.0,285810.0,22061.21741,0.853069,6,2.099296736,1355.421419,23200,12.31939655,3.332,47.3,12.47552397,12.39733103,141.9710857,22.883,0.24148,0,0,2.00001,199898.9995,2,100,5,0.217391304,2,0.086956522,0.061554953,0.064833432436
84,99350.0,284674.0,22082.99187,0.841802,6,2.107674041,1342.715971,23200,12.27043103,3.406,47.3,12.49894918,12.31173458,128.2303877,22.947,0.2394,0,0,2.00001,198700.9935,2,100,6,0.260869565,2,0.086956522,0.064587164,0.0617096722126
85,237424.0,622692.0,57758.02624,1.462784,6,0.963558228,458.9252379,36125,17.23714879,5.403,15.6,26.4070291,1.417570879,22.93014792,59.133,0.10275,0,0,2.00001,474850.3742,2,100,27,0.574468085,2,0.042553191,0.093124994,0.145717650652
86,177611.1219,665673.0,37199.39989,3.595187,7,1.051567361,1547.506231,33851,19.66479572,1.219,73.9,4.52623345,4.183964863,75.85007101,54.692,2.652,0,0,1e-05,1.776111219,0,0,0,0.0,0,0.0,0.018110254,0.0217890143394
87,195288.0204,558000.0,37192.7962,3.552524137,7,1.254480287,2180.171585,33851,16.48400343,1.2428,76.4,5.7075943,3.23365563,244.8008772,54.98324311,3.029824,0,0,1e-05,1.952880204,0,0,1,0.018518519,0,0.0,0.02,0.0107422173023
88,68148.64779,239000.0,12296.47871,1.265069826,7,2.928870293,9675.829171,2040,117.1568627,1.318,93.1,3.83112971,2.449082803,527.6758607,60.51337499,1.057,0,0,1e-05,0.681486478,0,0,25,0.531914894,1,0.021276596,0.02,0.0193335413933
89,100329.0,266506.0,23025.82881,0.633814,7,2.626582516,791.0496219,2235,119.2420582,4.984,29.6,13.45823634,2.069343703,29.29066293,72.145,0.146,0,0,1e-05,1.00329,0,0,14,0.29787234,1,0.021276596,0.044986593,0.0050750374794
90,111144.0,293592.0,25107.7061,0.715972,7,2.384261152,759.1658591,2235,131.3610738,4.693,33.5,18.1930079,1.76321383,49.9263871,72.034,0.146,0,0,1e-05,1.11144,0,0,32,0.680851064,1,0.021276596,0.043043775,0.0643910765648
91,115506.0,305677.0,25802.75122,0.751697,7,2.28999892,772.0972929,2235,136.7682327,4.56,35.0,36.18853513,1.677765064,53.57380017,71.896,0.146,0,0,1e-05,1.15506,0,0,27,0.574468085,1,0.021276596,0.051181661,0.0357059538364
92,101068.0,264382.0,24001.98378,0.645718,7,2.647684033,15223.6937,28051,9.425047235,5.454,77.5,5.01844761,1.079722583,266.4509855,61.097,0.302,0,0,2.00001,202137.0107,2,100,13,0.276595745,1,0.021276596,0.017227884,-0.000106483697891
93,100753.0,287456.0,22034.02324,0.864554,7,2.435155293,1378.293967,23200,12.39034483,3.262,47.3,17.73984038,12.48292749,153.9607223,22.814,0.243976,0,0,2.00001,201507.0075,2,100,6,0.260869565,2,0.086956522,0.058707082,0.0755802690983
94,195506.2421,578357.0,39270.20557,3.559986,8,1.383228698,1884.602692,33851,17.08537414,1.273,75.5,3.98250037,3.790557566,209.5331894,55.141,3.643,0,0,1e-05,1.955062421,0,0,5,0.092592593,0,0.0,0.012762242,0.0107531547546
95,219892.7663,768846.0,53849.88,4.19,8,1.040520468,2559.139868,69700,11.0307891,1.678,92.5,2.74006027,4.464643833,123.4038052,47.53,4.463,0,0,1e-05,2.198927663,0,0,0,0.0,0,0.0,0.022903607,0.0112267434597
96,96077.10725,300768.0,17646.1428,1.233996,8,2.659857432,6784.777349,2040,147.4352941,1.77,92.2,0.06419921,1.684241446,240.0792155,58.588,1.057,0,0,1e-05,0.960771072,0,0,14,0.29787234,1,0.021276596,0.017094984,0.0234507620335
97,93771.75297,295147.0,16982.931,1.23963,8,2.710513744,7283.471419,2040,144.679902,1.74,92.3,0.20293233,1.760716644,268.0231232,58.797,1.057,0,0,1e-05,0.93771753,0,0,10,0.212765957,1,0.021276596,0.031643472,0.0358732044697
98,106983.0,277837.0,25232.41971,0.686223,8,2.879386115,17265.40368,28051,9.90470928,5.324,76.7,2.73831078,1.133924774,519.9000942,60.963,0.302,0,0,1e-05,1.06983,0,0,13,0.276595745,1,0.021276596,0.033213073,0.0272594690323
99,155176.0,462103.0,34784.07194,1.104642,8,1.731215768,3633.571096,17364,26.61270445,3.871,54.1,3.01516746,2.453011926,159.0247148,77.962,0.1604,0,0,1e-05,1.55176,0,0,28,0.595744681,2,0.042553191,0.083339096,0.0903816521168
100,183637.0,533307.0,34648.85605,3.823533,8,1.500074066,4654.120226,51197,10.4167627,1.272,94.8,1.54086806,0.952601855,449.3827916,60.514,1.93,0,0,1e-05,1.83637,0,0,4,0.074074074,0,0.0,0.089267337,0.070265263319
101,187742.0,559552.0,35391.38285,3.83231,8,1.429715201,4554.840682,51197,10.92939039,1.286,94.8,2.59279047,0.99183887,472.1080169,60.709,1.834,0,0,1e-05,1.87742,0,0,5,0.092592593,0,0.0,0.097639064,0.109845459461
